candidate,family,review_threshold,block_threshold,block_evidence,block_elevated_count,campaign_review_increment,campaign_block_increment,attack_devices,legitimate_devices,attack_review_or_higher_recall,attack_block_recall,attack_never_detected,legitimate_review_or_higher_rate,legitimate_block_rate,legitimate_reviewed_devices,legitimate_blocked_devices,median_first_review_attempt,p90_first_review_attempt,median_first_block_attempt,p90_first_block_attempt,eligible,constraint_failures
threshold_R0.45_B0.70_C0.05/0.02,threshold,0.45,0.7,0,1,0.05,0.02,397,1769,0.8665,0.7204,53,0.0995,0.0237,176,42,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0237 > 0.006; legitimate review+ rate 0.0995 > 0.06; block false positives are not materially rarer than review (block 0.0237, review 0.0995); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015"
evidence_gated_R0.45_B0.70_E2_C0.05/0.02,evidence_gated,0.45,0.7,2,1,0.05,0.02,397,1769,0.8665,0.7103,53,0.0995,0.0232,176,41,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0232 > 0.006; legitimate review+ rate 0.0995 > 0.06; block false positives are not materially rarer than review (block 0.0232, review 0.0995); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015"
evidence_gated_R0.45_B0.70_E3_C0.05/0.02,evidence_gated,0.45,0.7,3,1,0.05,0.02,397,1769,0.8665,0.6725,53,0.0995,0.0215,176,38,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0215 > 0.006; legitimate review+ rate 0.0995 > 0.06; block false positives are not materially rarer than review (block 0.0215, review 0.0995); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015"
persistent_R0.45_B0.70_N2E1_C0.05/0.02,persistent,0.45,0.7,1,2,0.05,0.02,397,1769,0.8665,0.7103,53,0.0995,0.0232,176,41,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0232 > 0.006; legitimate review+ rate 0.0995 > 0.06; block false positives are not materially rarer than review (block 0.0232, review 0.0995); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015"
persistent_R0.45_B0.70_N2E2_C0.05/0.02,persistent,0.45,0.7,2,2,0.05,0.02,397,1769,0.8665,0.7053,53,0.0995,0.0232,176,41,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0232 > 0.006; legitimate review+ rate 0.0995 > 0.06; block false positives are not materially rarer than review (block 0.0232, review 0.0995); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015"
persistent_R0.45_B0.70_N3E1_C0.05/0.02,persistent,0.45,0.7,1,3,0.05,0.02,397,1769,0.8665,0.6373,53,0.0995,0.0181,176,32,3.0,4.699999999999989,5.0,6.0,False,legitimate block rate 0.0181 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2927 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.70_N3E2_C0.05/0.02,persistent,0.45,0.7,2,3,0.05,0.02,397,1769,0.8665,0.6373,53,0.0995,0.0181,176,32,3.0,4.699999999999989,5.0,6.0,False,legitimate block rate 0.0181 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2927 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0897 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.70_C0.10/0.05,threshold,0.45,0.7,0,1,0.1,0.05,397,1769,0.8665,0.7128,53,0.0955,0.022,169,39,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0220 > 0.006; legitimate review+ rate 0.0955 > 0.06; block false positives are not materially rarer than review (block 0.0220, review 0.0955); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015"
evidence_gated_R0.45_B0.70_E2_C0.10/0.05,evidence_gated,0.45,0.7,2,1,0.1,0.05,397,1769,0.8665,0.7028,53,0.0955,0.0215,169,38,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0215 > 0.006; legitimate review+ rate 0.0955 > 0.06; block false positives are not materially rarer than review (block 0.0215, review 0.0955); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015"
evidence_gated_R0.45_B0.70_E3_C0.10/0.05,evidence_gated,0.45,0.7,3,1,0.1,0.05,397,1769,0.8665,0.665,53,0.0955,0.0198,169,35,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0198 > 0.006; legitimate review+ rate 0.0955 > 0.06; block false positives are not materially rarer than review (block 0.0198, review 0.0955); repeated_genuine_failures block rate 0.2927 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015"
persistent_R0.45_B0.70_N2E1_C0.10/0.05,persistent,0.45,0.7,1,2,0.1,0.05,397,1769,0.8665,0.7028,53,0.0955,0.0215,169,38,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0215 > 0.006; legitimate review+ rate 0.0955 > 0.06; block false positives are not materially rarer than review (block 0.0215, review 0.0955); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015"
persistent_R0.45_B0.70_N2E2_C0.10/0.05,persistent,0.45,0.7,2,2,0.1,0.05,397,1769,0.8665,0.6977,53,0.0955,0.0215,169,38,3.0,4.699999999999989,4.0,6.0,False,"legitimate block rate 0.0215 > 0.006; legitimate review+ rate 0.0955 > 0.06; block false positives are not materially rarer than review (block 0.0215, review 0.0955); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015"
persistent_R0.45_B0.70_N3E1_C0.10/0.05,persistent,0.45,0.7,1,3,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0164,169,29,3.0,4.699999999999989,5.0,6.099999999999994,False,legitimate block rate 0.0164 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.2683 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.70_N3E2_C0.10/0.05,persistent,0.45,0.7,2,3,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0164,169,29,3.0,4.699999999999989,5.0,6.099999999999994,False,legitimate block rate 0.0164 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.2683 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0641 > 0.04; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.45_B0.74,threshold,0.45,0.74,0,1,0.0,0.0,397,1769,0.8665,0.6448,53,0.1023,0.0141,181,25,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0141 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.74_E2,evidence_gated,0.45,0.74,2,1,0.0,0.0,397,1769,0.8665,0.6423,53,0.1023,0.0141,181,25,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0141 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.74_E3,evidence_gated,0.45,0.74,3,1,0.0,0.0,397,1769,0.8665,0.6222,53,0.1023,0.0136,181,24,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0136 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.74_N2E1,persistent,0.45,0.74,1,2,0.0,0.0,397,1769,0.8665,0.6423,53,0.1023,0.0141,181,25,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0141 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.74_N2E2,persistent,0.45,0.74,2,2,0.0,0.0,397,1769,0.8665,0.6423,53,0.1023,0.0141,181,25,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0141 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.74_N3E1,persistent,0.45,0.74,1,3,0.0,0.0,397,1769,0.8665,0.6121,53,0.1023,0.0124,181,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.0816 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.74_N3E2,persistent,0.45,0.74,2,3,0.0,0.0,397,1769,0.8665,0.6121,53,0.1023,0.0124,181,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.0816 > 0.08; flash_sale_customer block rate 0.0769 > 0.04; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
threshold_R0.45_B0.74_C0.05/0.02,threshold,0.45,0.74,0,1,0.05,0.02,397,1769,0.8665,0.6398,53,0.0995,0.0124,176,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.74_E2_C0.05/0.02,evidence_gated,0.45,0.74,2,1,0.05,0.02,397,1769,0.8665,0.6373,53,0.0995,0.0124,176,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.74_E3_C0.05/0.02,evidence_gated,0.45,0.74,3,1,0.05,0.02,397,1769,0.8665,0.6171,53,0.0995,0.0119,176,21,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0119 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.74_N2E1_C0.05/0.02,persistent,0.45,0.74,1,2,0.05,0.02,397,1769,0.8665,0.6373,53,0.0995,0.0124,176,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.74_N2E2_C0.05/0.02,persistent,0.45,0.74,2,2,0.05,0.02,397,1769,0.8665,0.6373,53,0.0995,0.0124,176,22,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0124 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.74_N3E1_C0.05/0.02,persistent,0.45,0.74,1,3,0.05,0.02,397,1769,0.8665,0.6071,53,0.0995,0.0107,176,19,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0107 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.74_N3E2_C0.05/0.02,persistent,0.45,0.74,2,3,0.05,0.02,397,1769,0.8665,0.6071,53,0.0995,0.0107,176,19,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0107 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.2195 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.74_C0.10/0.05,threshold,0.45,0.74,0,1,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0113,169,20,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0113 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.74_E2_C0.10/0.05,evidence_gated,0.45,0.74,2,1,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0113,169,20,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0113 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.74_E3_C0.10/0.05,evidence_gated,0.45,0.74,3,1,0.1,0.05,397,1769,0.8665,0.6096,53,0.0955,0.0107,169,19,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0107 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.74_N2E1_C0.10/0.05,persistent,0.45,0.74,1,2,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0113,169,20,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0113 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.74_N2E2_C0.10/0.05,persistent,0.45,0.74,2,2,0.1,0.05,397,1769,0.8665,0.6297,53,0.0955,0.0113,169,20,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0113 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.1020 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.74_N3E1_C0.10/0.05,persistent,0.45,0.74,1,3,0.1,0.05,397,1769,0.8665,0.602,53,0.0955,0.0096,169,17,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0096 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.74_N3E2_C0.10/0.05,persistent,0.45,0.74,2,3,0.1,0.05,397,1769,0.8665,0.602,53,0.0955,0.0096,169,17,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0096 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1951 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.45_B0.76,threshold,0.45,0.76,0,1,0.0,0.0,397,1769,0.8665,0.602,53,0.1023,0.0085,181,15,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0085 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.76_E2,evidence_gated,0.45,0.76,2,1,0.0,0.0,397,1769,0.8665,0.5995,53,0.1023,0.0085,181,15,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0085 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.76_E3,evidence_gated,0.45,0.76,3,1,0.0,0.0,397,1769,0.8665,0.5894,53,0.1023,0.0079,181,14,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0079 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.76_N2E1,persistent,0.45,0.76,1,2,0.0,0.0,397,1769,0.8665,0.5995,53,0.1023,0.0085,181,15,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0085 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.76_N2E2,persistent,0.45,0.76,2,2,0.0,0.0,397,1769,0.8665,0.5995,53,0.1023,0.0085,181,15,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0085 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.76_N3E1,persistent,0.45,0.76,1,3,0.0,0.0,397,1769,0.8665,0.5819,53,0.1023,0.0073,181,13,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0073 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.76_N3E2,persistent,0.45,0.76,2,3,0.0,0.0,397,1769,0.8665,0.5819,53,0.1023,0.0073,181,13,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0073 > 0.006; legitimate review+ rate 0.1023 > 0.06; repeated_genuine_failures block rate 0.1463 > 0.1; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
threshold_R0.45_B0.76_C0.05/0.02,threshold,0.45,0.76,0,1,0.05,0.02,397,1769,0.8665,0.5945,53,0.0995,0.0079,176,14,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0079 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.76_E2_C0.05/0.02,evidence_gated,0.45,0.76,2,1,0.05,0.02,397,1769,0.8665,0.5945,53,0.0995,0.0079,176,14,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0079 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.76_E3_C0.05/0.02,evidence_gated,0.45,0.76,3,1,0.05,0.02,397,1769,0.8665,0.5844,53,0.0995,0.0073,176,13,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0073 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.76_N2E1_C0.05/0.02,persistent,0.45,0.76,1,2,0.05,0.02,397,1769,0.8665,0.5945,53,0.0995,0.0079,176,14,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0079 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.76_N2E2_C0.05/0.02,persistent,0.45,0.76,2,2,0.05,0.02,397,1769,0.8665,0.5945,53,0.0995,0.0079,176,14,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0079 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.76_N3E1_C0.05/0.02,persistent,0.45,0.76,1,3,0.05,0.02,397,1769,0.8665,0.5793,53,0.0995,0.0068,176,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.76_N3E2_C0.05/0.02,persistent,0.45,0.76,2,3,0.05,0.02,397,1769,0.8665,0.5793,53,0.0995,0.0068,176,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0995 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.76_C0.10/0.05,threshold,0.45,0.76,0,1,0.1,0.05,397,1769,0.8665,0.5768,53,0.0955,0.0068,169,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.76_E2_C0.10/0.05,evidence_gated,0.45,0.76,2,1,0.1,0.05,397,1769,0.8665,0.5768,53,0.0955,0.0068,169,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.76_E3_C0.10/0.05,evidence_gated,0.45,0.76,3,1,0.1,0.05,397,1769,0.8665,0.5668,53,0.0955,0.0062,169,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.76_N2E1_C0.10/0.05,persistent,0.45,0.76,1,2,0.1,0.05,397,1769,0.8665,0.5768,53,0.0955,0.0068,169,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.76_N2E2_C0.10/0.05,persistent,0.45,0.76,2,2,0.1,0.05,397,1769,0.8665,0.5768,53,0.0955,0.0068,169,12,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0068 > 0.006; legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; network_retry_storm block rate 0.0816 > 0.08; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.76_N3E1_C0.10/0.05,persistent,0.45,0.76,1,3,0.1,0.05,397,1769,0.8665,0.5617,53,0.0955,0.0057,169,10,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
