candidate,review_threshold,block_threshold,block_evidence,evidence_set,trust_suppression,campaign_review_increment,campaign_block_increment,attack_devices,legitimate_devices,attack_review_or_higher_recall,attack_block_recall,attack_never_detected,legitimate_review_or_higher_rate,legitimate_block_rate,legitimate_reviewed_devices,legitimate_blocked_devices,median_first_review_attempt,p90_first_review_attempt,median_first_block_attempt,p90_first_block_attempt,cumulative_attack_detection,eligible,constraint_failures
r0.55_b0.9_e1_v1_like_trust-none_camp0.0,0.55,0.9,1,v1_like,none,0.0,0.0,468,2133,0.9423,0.5705,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0684}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1389}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e1_v1_like_trust-moderate_camp0.0,0.55,0.9,1,v1_like,moderate,0.0,0.0,468,2133,0.9423,0.5556,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0684}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1389}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e1_v2_long_horizon_trust-none_camp0.0,0.55,0.9,1,v2_long_horizon,none,0.0,0.0,468,2133,0.9423,0.5812,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0791}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e1_v2_long_horizon_trust-moderate_camp0.0,0.55,0.9,1,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9423,0.5662,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0791}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e1_v2_full_trust-none_camp0.0,0.55,0.9,1,v2_full,none,0.0,0.0,468,2133,0.9423,0.5919,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0064}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.047}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0962}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1603}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e1_v2_full_trust-moderate_camp0.0,0.55,0.9,1,v2_full,moderate,0.0,0.0,468,2133,0.9423,0.5769,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0064}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.047}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0962}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1603}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v1_like_trust-none_camp0.0,0.55,0.9,2,v1_like,none,0.0,0.0,468,2133,0.9423,0.4509,27,0.0933,0.0089,199,19,3.0,5.0,8.0,13.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0043}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0256}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v1_like_trust-moderate_camp0.0,0.55,0.9,2,v1_like,moderate,0.0,0.0,468,2133,0.9423,0.4359,27,0.0933,0.0089,199,19,3.0,5.0,8.0,12.700000000000017,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0043}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0256}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v2_long_horizon_trust-none_camp0.0,0.55,0.9,2,v2_long_horizon,none,0.0,0.0,468,2133,0.9423,0.5641,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0556}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1325}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v2_long_horizon_trust-moderate_camp0.0,0.55,0.9,2,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9423,0.5491,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0556}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1325}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v2_full_trust-none_camp0.0,0.55,0.9,2,v2_full,none,0.0,0.0,468,2133,0.9423,0.5919,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0064}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.047}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0962}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1603}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e2_v2_full_trust-moderate_camp0.0,0.55,0.9,2,v2_full,moderate,0.0,0.0,468,2133,0.9423,0.5769,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0064}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.047}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0962}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1603}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v1_like_trust-none_camp0.0,0.55,0.9,3,v1_like,none,0.0,0.0,468,2133,0.9423,0.4124,27,0.0933,0.007,199,15,3.0,5.0,8.0,14.800000000000011,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0128}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v1_like_trust-moderate_camp0.0,0.55,0.9,3,v1_like,moderate,0.0,0.0,468,2133,0.9423,0.3974,27,0.0933,0.007,199,15,3.0,5.0,8.0,13.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0128}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v2_long_horizon_trust-none_camp0.0,0.55,0.9,3,v2_long_horizon,none,0.0,0.0,468,2133,0.9423,0.5043,27,0.0933,0.0089,199,19,3.0,5.0,8.0,13.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0726}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v2_long_horizon_trust-moderate_camp0.0,0.55,0.9,3,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9423,0.4893,27,0.0933,0.0089,199,19,3.0,5.0,8.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.0726}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v2_full_trust-none_camp0.0,0.55,0.9,3,v2_full,none,0.0,0.0,468,2133,0.9423,0.5791,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1474}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.9_e3_v2_full_trust-moderate_camp0.0,0.55,0.9,3,v2_full,moderate,0.0,0.0,468,2133,0.9423,0.5641,27,0.0933,0.0089,199,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.109, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0043}, '3': {'review_or_higher_rate': 0.5855, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8825, 'block_rate': 0.1474}}",False,legitimate review+ rate 0.0933 > 0.06; subscription_dunning review+ rate 0.3803 > 0.3000
r0.55_b0.75_e1_v1_like_trust-none_camp0.05,0.55,0.75,1,v1_like,none,0.05,0.02,468,2133,0.9402,0.7991,28,0.0919,0.0506,196,108,3.0,5.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0235}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.1966}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6474}}",False,"legitimate block rate 0.0506 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0506, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e1_v1_like_trust-moderate_camp0.05,0.55,0.75,1,v1_like,moderate,0.05,0.02,468,2133,0.9402,0.7842,28,0.0919,0.0502,196,107,3.0,5.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0235}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.1966}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6474}}",False,"legitimate block rate 0.0502 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0502, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e1_v2_long_horizon_trust-none_camp0.05,0.55,0.75,1,v2_long_horizon,none,0.05,0.02,468,2133,0.9402,0.8184,28,0.0919,0.0516,196,110,3.0,5.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0235}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.2244}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6688}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e1_v2_long_horizon_trust-moderate_camp0.05,0.55,0.75,1,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9402,0.8034,28,0.0919,0.0511,196,109,3.0,5.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0235}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.2244}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6688}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e1_v2_full_trust-none_camp0.05,0.55,0.75,1,v2_full,none,0.05,0.02,468,2133,0.9402,0.8568,28,0.0919,0.0516,196,110,3.0,5.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.1624}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.2756}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.7073}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e1_v2_full_trust-moderate_camp0.05,0.55,0.75,1,v2_full,moderate,0.05,0.02,468,2133,0.9402,0.8419,28,0.0919,0.0511,196,109,3.0,5.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.1624}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.2756}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.7073}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v1_like_trust-none_camp0.05,0.55,0.75,2,v1_like,none,0.05,0.02,468,2133,0.9402,0.6239,28,0.0919,0.0474,196,101,3.0,5.0,5.0,9.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.4316}}",False,"legitimate block rate 0.0474 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0474, review 0.0919); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v1_like_trust-moderate_camp0.05,0.55,0.75,2,v1_like,moderate,0.05,0.02,468,2133,0.9402,0.6068,28,0.0919,0.0469,196,100,3.0,5.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.4316}}",False,"legitimate block rate 0.0469 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0469, review 0.0919); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v2_long_horizon_trust-none_camp0.05,0.55,0.75,2,v2_long_horizon,none,0.05,0.02,468,2133,0.9402,0.7842,28,0.0919,0.0516,196,110,3.0,5.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6175}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v2_long_horizon_trust-moderate_camp0.05,0.55,0.75,2,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9402,0.7671,28,0.0919,0.0511,196,109,3.0,5.0,4.0,6.199999999999989,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6175}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v2_full_trust-none_camp0.05,0.55,0.75,2,v2_full,none,0.05,0.02,468,2133,0.9402,0.8547,28,0.0919,0.0516,196,110,3.0,5.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.1603}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.265}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6944}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e2_v2_full_trust-moderate_camp0.05,0.55,0.75,2,v2_full,moderate,0.05,0.02,468,2133,0.9402,0.8376,28,0.0919,0.0511,196,109,3.0,5.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.1603}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.265}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6944}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e3_v1_like_trust-none_camp0.05,0.55,0.75,3,v1_like,none,0.05,0.02,468,2133,0.9402,0.5513,28,0.0919,0.0291,196,62,3.0,5.0,5.0,11.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.3718}}",False,"legitimate block rate 0.0291 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0291, review 0.0919); network_retry_storm block rate 0.1270 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; persistent_card_problem_customer block rate 0.1067 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e3_v1_like_trust-moderate_camp0.05,0.55,0.75,3,v1_like,moderate,0.05,0.02,468,2133,0.9402,0.5321,28,0.0919,0.0281,196,60,3.0,5.0,5.0,9.200000000000017,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.3718}}",False,"legitimate block rate 0.0281 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0281, review 0.0919); network_retry_storm block rate 0.1270 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; persistent_card_problem_customer block rate 0.1067 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e3_v2_long_horizon_trust-none_camp0.05,0.55,0.75,3,v2_long_horizon,none,0.05,0.02,468,2133,0.9402,0.6816,28,0.0919,0.0492,196,105,3.0,5.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.4936}}",False,"legitimate block rate 0.0492 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0492, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e3_v2_long_horizon_trust-moderate_camp0.05,0.55,0.75,3,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9402,0.6645,28,0.0919,0.0492,196,105,3.0,5.0,5.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.4936}}",False,"legitimate block rate 0.0492 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0492, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.55_b0.75_e3_v2_full_trust-none_camp0.05,0.55,0.75,3,v2_full,none,0.05,0.02,468,2133,0.9402,0.8056,28,0.0919,0.0511,196,109,3.0,5.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1068, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2821, 'block_rate': 0.015}, '3': {'review_or_higher_rate': 0.5748, 'block_rate': 0.1902}, '5': {'review_or_higher_rate': 0.8782, 'block_rate': 0.6346}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0919 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0919); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3803 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
